FID	IID	sex	ancestry
HGDP01376	HGDP01376	M	EUR
HGDP01377	HGDP01377	M	EUR
HGDP01378	HGDP01378	M	EUR
HGDP01379	HGDP01379	M	EUR
HGDP01380	HGDP01380	F	EUR
HGDP01381	HGDP01381	F	EUR
HGDP01382	HGDP01382	F	EUR
HGDP01383	HGDP01383	M	EUR
HGDP01384	HGDP01384	F	EUR
HGDP01385	HGDP01385	M	EUR
HGDP01386	HGDP01386	F	EUR
HGDP01387	HGDP01387	F	EUR
HGDP01388	HGDP01388	F	EUR
HGDP01396	HGDP01396	M	EUR
HGDP01397	HGDP01397	M	EUR
HGDP01398	HGDP01398	F	EUR
HGDP01399	HGDP01399	F	EUR
HGDP01400	HGDP01400	F	EUR
HGDP01403	HGDP01403	M	EUR
HGDP01404	HGDP01404	M	EUR
HGDP01405	HGDP01405	M	AFR
HGDP01406	HGDP01406	M	AFR
HGDP01408	HGDP01408	M	AFR
HGDP01411	HGDP01411	M	AFR
HGDP01412	HGDP01412	M	AFR
HGDP01413	HGDP01413	M	AFR
HGDP01415	HGDP01415	M	AFR
HGDP01416	HGDP01416	M	AFR
HGDP01418	HGDP01418	M	AFR
HGDP01419	HGDP01419	M	AFR
HGDP01333	HGDP01333	M	EAS
Armenian222	Armenian222	M	MID
Y4	Y4	M	SAS
HGDP00090	HGDP00090	M	SAS
HGDP00569	HGDP00569	F	MID
altai363p	altai363p	M	CAS
NA11200	NA11200	M	AMR
HGDP00987	HGDP00987	M	AFR
ND15865	ND15865	M	MID
HGDP01211	HGDP01211	F	EAS
Peru60	Peru60	F	AMR
HGDP01417	HGDP01417	M	AFR
TGBS21	TGBS21	M	AMR
HGDP00932	HGDP00932	M	AFR
NA00726	NA00726	F	EAS
Bu5	Bu5	M	EAS
Ul5	Ul5	F	CAS
mixe0002	mixe0002	F	AMR
Ayodo_81S	Ayodo_81S	F	AFR
NA17377	NA17377	M	MID
HGDP00195	HGDP00195	F	SAS
NA21581	NA21581	M	AFR
Nlk18	Nlk18	M	CAS
Jordan214	Jordan214	M	MID
HGDP01015	HGDP01015	M	AMR
HGDP00887	HGDP00887	M	MID
HGDP01315	HGDP01315	F	EAS
CHI-007	CHI-007	M	EAS
NA21490	NA21490	M	AFR
Sir26	Sir26	M	CAS
HGDP01078	HGDP01078	F	MID
HGDP00449	HGDP00449	M	AFR
HGDP00019	HGDP00019	M	SAS
HGDP01035	HGDP01035	M	AFR
HGDP00737	HGDP00737	F	MID
HGDP00286	HGDP00286	F	SAS
Igor21	Igor21	M	OCE
Utsa22	Utsa22	M	MID
HGDP00533	HGDP00533	M	MID
HGDP01323	HGDP01323	F	EAS
HGDP00526	HGDP00526	F	MID
NA15202	NA15202	M	MID
SA0722	SA0722	F	AFR
HGDP00656	HGDP00656	F	OCE
Nlk3	Nlk3	F	CAS
mg27	mg27	M	MID
ALB212	ALB212	F	MID
NorthOssetia5	NorthOssetia5	M	MID
Mansi41	Mansi41	F	CAS
HGDP00157	HGDP00157	F	SAS
HGDP01240	HGDP01240	M	EAS
HGDP01242	HGDP01242	F	EAS
HGDP00798	HGDP00798	M	MID
iran11	iran11	M	MID
HGDP00461	HGDP00461	M	AFR
BulgarianB4	BulgarianB4	M	MID
NorthOssetia12	NorthOssetia12	M	MID
mixe0042	mixe0042	F	AMR
lez42	lez42	M	MID
HGDP00216	HGDP00216	M	SAS
HGDP00338	HGDP00338	F	SAS
HGDP00616	HGDP00616	M	MID
HGDP01338	HGDP01338	M	EAS
HGDP01223	HGDP01223	F	CAS
SAH41	SAH41	M	AFR
IHW9193	IHW9193	M	OCE
HGDP00530	HGDP00530	M	MID
HGDP00796	HGDP00796	F	MID
HGDP01286	HGDP01286	M	AFR
HGDP00903	HGDP00903	F	MID
M4	M4	M	SAS
HGDP01047	HGDP01047	M	AMR
Ul31	Ul31	F	CAS
iran17	iran17	M	MID
armenia293	armenia293	M	MID
HGDP01344	HGDP01344	M	EAS
Ayodo_502C	Ayodo_502C	F	AFR
NA15728	NA15728	M	MID
Mansi79	Mansi79	M	CAS
K4	K4	M	SAS
IHW9118	IHW9118	F	OCE
HGDP01274	HGDP01274	F	AFR
Bu16	Bu16	M	EAS
zapo0099	zapo0099	M	AMR
HGDP01228	HGDP01228	M	CAS
HGDP01306	HGDP01306	F	EAS
HGDP00749	HGDP00749	M	EAS
HGDP01402	HGDP01402	M	MID
Ale20	Ale20	F	CAS
Est375	Est375	M	MID
HGDP01297	HGDP01297	M	EAS
HGDP01355	HGDP01355	F	EAS
HGDP01012	HGDP01012	M	AMR
HGDP00852	HGDP00852	F	AMR
ND19394	ND19394	M	EAS
HGDP01172	HGDP01172	F	MID
NA15761	NA15761	F	MID
YemeniteJew5433	YemeniteJew5433	M	MID
HGDP01414	HGDP01414	F	AFR
NA13616	NA13616	M	EAS
HGDP00650	HGDP00650	F	MID
HGDP01199	HGDP01199	M	AFR
Ale32	Ale32	M	CAS
mixa0105	mixa0105	F	AMR
DNK07	DNK07	M	AFR
B17	B17	M	SAS
HGDP01168	HGDP01168	F	MID
HGDP00552	HGDP00552	F	OCE
HGDP00548	HGDP00548	M	OCE
lez49	lez49	M	MID
abh100	abh100	M	MID
HGDP00457	HGDP00457	M	AFR
HGDP01044	HGDP01044	F	AMR
HGDP00956	HGDP00956	F	CAS
AV-21	AV-21	F	MID
HGDP00928	HGDP00928	F	AFR
KD4	KD4	M	SAS
HGDP01250	HGDP01250	M	EAS
HGDP00936	HGDP00936	M	AFR
HGDP01036	HGDP01036	M	AFR
Kor82	Kor82	F	CAS
CHI-034	CHI-034	F	EAS
NA17386	NA17386	M	OCE
HGDP01365	HGDP01365	F	MID
Sam02	Sam02	M	MID
HGDP01079	HGDP01079	M	MID
HGDP00846	HGDP00846	F	AMR
HGDP00124	HGDP00124	M	SAS
NA13604	NA13604	M	EAS
NOR111	NOR111	F	MID
HGDP01028	HGDP01028	M	AFR
HGDP00208	HGDP00208	M	SAS
mg31	mg31	M	MID
TZ-11	TZ-11	M	MID
IraqiJew1771	IraqiJew1771	F	MID
I3	I3	M	SAS
HGDP01191	HGDP01191	M	EAS
Utsa21	Utsa21	F	MID
HGDP00660	HGDP00660	F	OCE
HGDP01018	HGDP01018	F	AMR
Nesk_25	Nesk_25	F	CAS
HGDP01308	HGDP01308	M	EAS
HGDP00125	HGDP00125	M	SAS
HGDP01364	HGDP01364	M	MID
HGDP01246	HGDP01246	M	EAS
HGDP01335	HGDP01335	F	EAS
HGDP01032	HGDP01032	M	AFR
HGDP00597	HGDP00597	M	MID
mixe0007	mixe0007	F	AMR
Tuba19	Tuba19	F	CAS
HGDP01320	HGDP01320	M	EAS
HGDP01345	HGDP01345	F	EAS
Dus22	Dus22	F	OCE
NA15763	NA15763	F	MID
HGDP00554	HGDP00554	F	OCE
I1	I1	M	SAS
K1	K1	M	SAS
HGDP00027	HGDP00027	M	SAS
BulgarianC1	BulgarianC1	M	MID
HGDP00857	HGDP00857	F	AMR
Est400	Est400	M	MID
HGDP01188	HGDP01188	F	EAS
Kusunda02	Kusunda02	M	SAS
R6	R6	M	SAS
HGDP01203	HGDP01203	M	EAS
Sir19	Sir19	M	CAS
Igor20	Igor20	F	OCE
HGDP00982	HGDP00982	M	AFR
Ale22	Ale22	M	CAS
HGDP00058	HGDP00058	M	SAS
NA17385	NA17385	M	OCE
HGDP00722	HGDP00722	M	MID
HGDP00775	HGDP00775	M	EAS
HGDP00702	HGDP00702	F	AMR
HGDP01153	HGDP01153	M	MID
HGDP00713	HGDP00713	F	EAS
HGDP01314	HGDP01314	F	EAS
HGDP01098	HGDP01098	F	EAS
HGDP00328	HGDP00328	M	SAS
NA15203	NA15203	F	MID
HGDP00915	HGDP00915	F	AFR
Nesk_22	Nesk_22	F	CAS
HGDP00160	HGDP00160	M	SAS
Bishkek28440	Bishkek28440	M	CAS
HGDP01312	HGDP01312	M	EAS
HGDP01253	HGDP01253	M	AFR
HGDP01163	HGDP01163	M	MID
HGDP00951	HGDP00951	M	CAS
HGDP00783	HGDP00783	F	EAS
HGDP00474	HGDP00474	M	AFR
tdj409_shugnan	tdj409_shugnan	M	MID
abh107	abh107	M	MID
HGDP00476	HGDP00476	F	AFR
DNK05	DNK05	M	AFR
HGDP00785	HGDP00785	M	EAS
HGDP00855	HGDP00855	F	AMR
ch113	ch113	M	MID
Kusunda15	Kusunda15	M	SAS
NA11201	NA11201	F	AMR
Jordan445	Jordan445	M	MID
HGDP01076	HGDP01076	M	MID
SA0342	SA0342	F	AFR
HGDP01030	HGDP01030	M	AFR
HGDP01215	HGDP01215	F	EAS
Kayseri24424	Kayseri24424	F	MID
HGDP00991	HGDP00991	M	AFR
Sir40	Sir40	F	CAS
HGDP01350	HGDP01350	M	EAS
Tuba9	Tuba9	F	CAS
HGDP01034	HGDP01034	M	AFR
NA17374	NA17374	M	MID
Bishkek28439	Bishkek28439	F	CAS
Esk29	Esk29	M	CAS
Ayodo_430C	Ayodo_430C	M	AFR
HGDP00725	HGDP00725	F	MID
Y8	Y8	M	SAS
NA13607	NA13607	M	EAS
HGDP00706	HGDP00706	F	AMR
zapo0098	zapo0098	M	AMR
Ale14	Ale14	F	CAS
mixa0099	mixa0099	M	AMR
HGDP01401	HGDP01401	F	MID
HGDP00428	HGDP00428	M	SAS
HGDP01198	HGDP01198	F	EAS
HGDP00773	HGDP00773	F	EAS
R3	R3	M	SAS
HGDP01095	HGDP01095	M	EAS
Nlk1	Nlk1	F	CAS
HGDP00717	HGDP00717	M	EAS
HGDP00232	HGDP00232	F	SAS
Dus16	Dus16	F	OCE
DNK11	DNK11	M	AFR
tdj430_shugnan	tdj430_shugnan	M	MID
SAH31	SAH31	M	AFR
Kayseri23827	Kayseri23827	M	MID
B11	B11	M	SAS
Jordan603	Jordan603	M	MID
IraqiJew4291	IraqiJew4291	M	MID
HGDP01179	HGDP01179	M	EAS
YemeniteJew4695	YemeniteJew4695	F	MID
NA12236	NA12236	F	EUR
HGDP00456	HGDP00456	M	AFR
GM20355	GM20355	F	AFR
GM19320	GM19320	F	AFR
GM19129	GM19129	F	AFR
GM21487	GM21487	F	AFR
NA15204	NA15204	F	MID
NA15208	NA15208	M	MID
NA15725	NA15725	M	MID
NA15727	NA15727	M	MID
NA15729	NA15729	F	MID
NA15730	NA15730	F	MID
NA15732	NA15732	F	MID
NA18741	NA18741	F	EAS
NA19022	NA19022	F	AFR
NA19193	NA19193	F	AFR
NA20820	NA20820	M	EUR
